"COUNTRY","Country ","SEX","Sex","FIELD","Field","ISC11_LEVEL_CAT","Level of education","INDICATOR","Indicator","YEAR","Year ","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.031,,
"NOR","Norway","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.444,,
"NOR","Norway","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,17.267,,
"NOR","Norway","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.291,,
"NOR","Norway","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.914,,
"NOR","Norway","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.322,,
"NOR","Norway","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.669,,
"POL","Poland","T","Total","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"POL","Poland","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"POL","Poland","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"POL","Poland","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.081,,
"POL","Poland","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.835,,
"POL","Poland","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.668,,
"POL","Poland","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.964,,
"POL","Poland","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.888,,
"POL","Poland","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.15,,
"POL","Poland","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.281,,
"POL","Poland","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,13.769,,
"POL","Poland","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,9.356,,
"POL","Poland","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,27.28,,
"POL","Poland","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,28.736,,
"POL","Poland","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,24.417,,
"POL","Poland","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.283,,
"POL","Poland","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.809,,
"POL","Poland","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.249,,
"POL","Poland","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.884,,
"POL","Poland","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.737,,
"POL","Poland","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.103,,
"POL","Poland","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,18.012,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.148,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,29.535,,
"POL","Poland","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.739,,
"POL","Poland","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.613,,
"POL","Poland","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.989,,
"POL","Poland","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,9.543,,
"POL","Poland","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,11.42,,
"POL","Poland","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.854,,
"POL","Poland","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.933,,
"POL","Poland","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.044,,
"POL","Poland","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.68,,
"PRT","Portugal","T","Total","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"PRT","Portugal","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"PRT","Portugal","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"PRT","Portugal","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,9.739,,
"PRT","Portugal","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.457,,
"PRT","Portugal","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.911,,
"PRT","Portugal","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.06,,
"PRT","Portugal","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.334,,
"PRT","Portugal","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.675,,
"PRT","Portugal","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.948,,
"PRT","Portugal","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,13.599,,
"PRT","Portugal","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.214,,
"PRT","Portugal","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,16.746,,
"PRT","Portugal","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,17.326,,
"PRT","Portugal","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,15.928,,
"PRT","Portugal","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.703,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.174,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.04,,
"PRT","Portugal","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.069,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.575,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.767,,
"PRT","Portugal","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,26.231,,
"PRT","Portugal","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,16.325,,
"PRT","Portugal","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,40.186,,
"PRT","Portugal","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.393,,
"PRT","Portugal","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.704,,
"PRT","Portugal","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.954,,
"PRT","Portugal","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,16.918,,
"PRT","Portugal","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,21.229,,
"PRT","Portugal","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.846,,
"PRT","Portugal","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.192,,
"PRT","Portugal","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.277,,
"PRT","Portugal","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.48,,
"SVK","Slovak Republic","T","Total","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"SVK","Slovak Republic","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"SVK","Slovak Republic","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"SVK","Slovak Republic","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,11.655,,
"SVK","Slovak Republic","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,15.234,,
"SVK","Slovak Republic","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.576,,
"SVK","Slovak Republic","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.764,,
"SVK","Slovak Republic","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.243,,
"SVK","Slovak Republic","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.951,,
"SVK","Slovak Republic","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,11.342,,
"SVK","Slovak Republic","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.614,,
"SVK","Slovak Republic","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,9.182,,
"SVK","Slovak Republic","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,22.733,,
"SVK","Slovak Republic","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,24.257,,
"SVK","Slovak Republic","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,20.146,,
"SVK","Slovak Republic","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.269,,
"SVK","Slovak Republic","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.395,,
"SVK","Slovak Republic","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.055,,
"SVK","Slovak Republic","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.584,,
"SVK","Slovak Republic","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.466,,
"SVK","Slovak Republic","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.18,,
"SVK","Slovak Republic","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.5,,
"SVK","Slovak Republic","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.684,,
"SVK","Slovak Republic","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,24.075,,
"SVK","Slovak Republic","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.244,,
"SVK","Slovak Republic","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.283,,
"SVK","Slovak Republic","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.178,,
"SVK","Slovak Republic","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,19.481,,
"SVK","Slovak Republic","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,23.472,,
"SVK","Slovak Republic","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,12.705,,
"SVK","Slovak Republic","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.427,,
"SVK","Slovak Republic","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.351,,
"SVK","Slovak Republic","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.953,,
"ESP","Spain","T","Total","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"ESP","Spain","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"ESP","Spain","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"ESP","Spain","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,21.347,,
"ESP","Spain","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,24.249,,
"ESP","Spain","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,17.464,,
"ESP","Spain","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.335,,
"ESP","Spain","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.569,,
"ESP","Spain","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.021,,
"ESP","Spain","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.543,,
"ESP","Spain","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.811,,
"ESP","Spain","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.845,,
"ESP","Spain","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,18.197,,
"ESP","Spain","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,16.597,,
"ESP","Spain","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,20.337,,
"ESP","Spain","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.149,,
"ESP","Spain","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.691,,
"ESP","Spain","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.761,,
"ESP","Spain","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.921,,
"ESP","Spain","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.597,,
"ESP","Spain","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.693,,
"ESP","Spain","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,13.507,,
"ESP","Spain","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.799,,
"ESP","Spain","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,19.807,,
